frame,time,act,segment,kind,expected,A_zxing,A_opencv,A_zbar,A_pass,B_down540_zxing,B_jpeg40_zxing,B_blur1.5_zxing,B_rot4_zxing,B_persp_zxing,B_gamma0.8_zxing,B_gamma1.25_zxing,B_pass,C_main_zxing,C_main_opencv,C_main_pass,C_xtest_zxing,C_xtest_opencv,C_xtest_pass,C_pass,pred_opencv_block_errors,pred_zxing_block_errors,safety_lifted,safety_grown
1442,48.067,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,49,0
1443,48.1,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,47,0
1444,48.133,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,42,0
1445,48.167,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,40,0
1446,48.2,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,36,0
1447,48.233,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,23,0
1448,48.267,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,21,0
1449,48.3,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1450,48.333,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,18,0
1451,48.367,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,17,0
1452,48.4,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1453,48.433,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1454,48.467,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1455,48.5,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1456,48.533,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1457,48.567,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1458,48.6,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,15,0
1459,48.633,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,17,0
1460,48.667,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,18,0
1461,48.7,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1462,48.733,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1463,48.767,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1464,48.8,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1465,48.833,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1466,48.867,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1467,48.9,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1468,48.933,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,1,20,0
1469,48.967,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,2,1,20,0
1470,49.0,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,6,0
1471,49.033,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,6,0
1472,49.067,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,6,0
1473,49.1,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,6,0
1474,49.133,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,6,0
1475,49.167,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,6,0
1476,49.2,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,6,0
1477,49.233,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,5,0
1478,49.267,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,5,0
1479,49.3,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,5,0
1480,49.333,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,5,0
1481,49.367,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,1,0
1482,49.4,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,1,0
1483,49.433,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,7,0
1484,49.467,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,7,0
1485,49.5,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,9,0
1486,49.533,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,11,0
1487,49.567,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,0,15,0
1488,49.6,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1489,49.633,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1490,49.667,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1491,49.7,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1492,49.733,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1493,49.767,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,0,15,0
1494,49.8,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,15,0
1495,49.833,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,15,0
1496,49.867,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,12,0
1497,49.9,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,12,0
1498,49.933,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,12,0
1499,49.967,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,2,12,0
1500,50.0,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,2,5,0
1501,50.033,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,2,1,10,0
1502,50.067,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,10,0
1503,50.1,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,13,0
1504,50.133,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,14,0
1505,50.167,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,14,0
1506,50.2,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,14,0
1507,50.233,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,0,1,14,0
1508,50.267,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,0,2,14,0
1509,50.3,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,0,0,14,0
1510,50.333,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,14,0
1511,50.367,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,1,1,14,0
1512,50.4,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,0,0,14,0
1513,50.433,eye,31,word,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,4/8 - MESSAGE,4/8 - MESSAGE,True,True,0,0,12,0
